rol,idx,hasta,etiket,skor_once,skor_sonra
degerlendirme,19037,17,1,0.9688695073127747,0.6546207666397095
degerlendirme,24380,17,1,0.9797521829605103,0.9999997615814209
degerlendirme,16577,17,1,0.9305589199066162,0.9846934080123901
degerlendirme,28117,17,1,0.9753158688545227,0.9999924898147583
degerlendirme,17714,17,1,0.8981068134307861,0.999996542930603
degerlendirme,19327,17,1,0.9922471046447754,0.9999963045120239
degerlendirme,26802,17,1,0.00275453575886786,0.007430809084326029
degerlendirme,23020,17,1,0.9982434511184692,0.9999995231628418
degerlendirme,16018,17,1,0.04349732771515846,0.9849840998649597
degerlendirme,26152,17,1,0.4396844208240509,0.9988225102424622
degerlendirme,27417,17,1,0.9905155897140503,0.9999996423721313
degerlendirme,17213,17,1,0.0010788413928821683,0.0038587618619203568
degerlendirme,15918,17,1,0.5152271389961243,0.999990701675415
degerlendirme,17185,17,1,0.1251082569360733,0.9815651774406433
degerlendirme,15724,17,1,0.611266016960144,1.0
degerlendirme,17702,17,1,0.002721211640164256,0.04607364162802696
degerlendirme,27661,17,1,0.00314579950645566,0.0029037538915872574
degerlendirme,21199,17,1,0.0519494004547596,0.8165988326072693
degerlendirme,27765,17,1,0.9740176200866699,0.7676914930343628
degerlendirme,17586,17,1,0.9961722493171692,1.0
degerlendirme,18576,17,1,0.013135034590959549,0.9999997615814209
degerlendirme,27782,17,1,0.034641411155462265,0.9945626854896545
degerlendirme,28214,17,1,0.12910331785678864,0.9982175230979919
degerlendirme,28157,17,1,0.6825469732284546,0.9994396567344666
degerlendirme,18067,17,1,0.6977105736732483,0.9244135022163391
degerlendirme,18729,17,1,0.07697252184152603,0.8672690391540527
degerlendirme,17394,17,1,0.3625335097312927,0.46619778871536255
degerlendirme,18590,17,1,0.06576742976903915,0.9955039620399475
degerlendirme,22423,17,1,0.6779712438583374,0.9964292645454407
degerlendirme,15633,17,1,0.14306218922138214,1.0
degerlendirme,17628,17,1,0.008299910463392735,0.010489566251635551
degerlendirme,18828,17,1,0.9290942549705505,0.9999791383743286
degerlendirme,20176,17,1,0.9728341698646545,0.9999842643737793
degerlendirme,27114,17,1,0.01818077452480793,0.99954754114151
degerlendirme,19469,17,1,0.1536445915699005,0.999693751335144
degerlendirme,18530,17,1,0.9998806715011597,1.0
degerlendirme,24917,17,1,0.9863763451576233,0.9997918009757996
degerlendirme,18996,17,1,0.3720993995666504,0.9201576709747314
degerlendirme,16558,17,1,0.9926862716674805,1.0
degerlendirme,28307,17,1,0.07626751065254211,0.7180559039115906
degerlendirme,19646,17,1,0.9834747910499573,1.0
degerlendirme,29173,17,1,0.997529923915863,1.0
degerlendirme,24763,17,1,0.005270740482956171,0.9995310306549072
degerlendirme,29990,17,1,0.6394971013069153,0.9995905756950378
degerlendirme,18694,17,1,0.8852577805519104,0.8908276557922363
degerlendirme,17659,17,1,0.9613682627677917,0.9999903440475464
degerlendirme,20117,17,1,0.47191768884658813,0.9999979734420776
degerlendirme,17158,17,1,0.5810642838478088,0.9999932050704956
degerlendirme,21660,17,1,0.7715800404548645,0.9896112680435181
degerlendirme,28791,17,1,0.9575909972190857,0.9998199343681335
degerlendirme,24290,17,1,0.00037009819061495364,0.9995680451393127
degerlendirme,15451,17,1,7.329005893552676e-05,3.923680924344808e-05
degerlendirme,25384,17,1,0.9776419401168823,0.9997259974479675
degerlendirme,19914,17,1,0.7203393578529358,0.9999246597290039
degerlendirme,23059,17,1,0.0858241394162178,0.022386448457837105
degerlendirme,18491,17,1,0.8550089001655579,0.9998974800109863
degerlendirme,17454,17,1,0.5193793177604675,0.9994702935218811
degerlendirme,25649,17,1,0.9331295490264893,0.9999706745147705
degerlendirme,21663,17,1,0.09702666848897934,0.9803423285484314
degerlendirme,25734,17,1,0.9986400008201599,1.0
degerlendirme,23658,17,1,0.8719250559806824,0.9999972581863403
degerlendirme,21009,17,1,0.16525249183177948,0.9997326731681824
degerlendirme,22790,17,1,0.9587568044662476,0.934058666229248
degerlendirme,16000,17,1,0.9513062238693237,0.9999969005584717
degerlendirme,23273,17,1,0.9413288831710815,0.9999572038650513
degerlendirme,21091,17,1,0.021024856716394424,0.23244862258434296
degerlendirme,20181,17,1,0.940768301486969,0.9999994039535522
degerlendirme,16739,17,1,0.00013725696771871299,0.08772077411413193
degerlendirme,26134,17,1,0.9966058731079102,0.9999998807907104
degerlendirme,16217,17,1,0.4399060904979706,0.9999687671661377
degerlendirme,21166,17,1,0.25119462609291077,0.4222199320793152
degerlendirme,18370,17,1,0.27272552251815796,0.9917614459991455
degerlendirme,29552,17,1,0.003582489211112261,0.7579723000526428
degerlendirme,16891,17,1,0.035424839705228806,0.676281750202179
degerlendirme,29687,17,1,0.9169864058494568,0.9999959468841553
degerlendirme,26520,17,1,0.14280526340007782,0.9867189526557922
degerlendirme,18853,17,1,0.9284349083900452,0.9998905658721924
degerlendirme,23115,17,1,0.005211533047258854,0.37788307666778564
degerlendirme,17548,17,1,0.28783684968948364,0.9999252557754517
degerlendirme,16804,17,1,0.6779322028160095,0.998993456363678
degerlendirme,6588,17,0,2.4305743409058778e-06,2.6485566195333377e-05
degerlendirme,5516,17,0,0.014582770876586437,0.005662879440933466
degerlendirme,6057,17,0,0.0004544196999631822,5.061989577370696e-05
degerlendirme,2696,17,0,0.11020981520414352,0.4375491440296173
degerlendirme,2732,17,0,2.1083167666802183e-05,6.16053439443931e-05
degerlendirme,4915,17,0,2.3105472735096555e-07,0.13442927598953247
degerlendirme,4134,17,0,0.011306283064186573,0.0005348467966541648
degerlendirme,3393,17,0,0.02416621707379818,0.0010984416585415602
degerlendirme,2805,17,0,5.983123969599546e-07,4.790496177520254e-07
degerlendirme,5691,17,0,0.18896637856960297,0.16965225338935852
degerlendirme,2683,17,0,0.0539267435669899,0.0381983257830143
degerlendirme,4848,17,0,5.9689904446713626e-05,5.4808828281238675e-05
degerlendirme,4870,17,0,0.00039890516200102866,0.9922067523002625
degerlendirme,4977,17,0,2.2538522898685187e-05,0.000983410980552435
degerlendirme,4291,17,0,0.013969529420137405,0.019946979358792305
degerlendirme,2300,17,0,2.0059971461705572e-07,3.0789803417974326e-07
degerlendirme,5039,17,0,0.00025994988391175866,1.2086451839365964e-09
degerlendirme,4947,17,0,1.3289928801896167e-06,4.477132097235881e-05
degerlendirme,2554,17,0,0.02013850398361683,4.529789293883368e-06
degerlendirme,6752,17,0,0.05693242326378822,0.2885872423648834
degerlendirme,2617,17,0,0.04908260330557823,0.010365206748247147
degerlendirme,3704,17,0,4.907429683953524e-06,0.0001690057833911851
degerlendirme,4359,17,0,2.318343064189321e-07,1.6642403352307156e-05
degerlendirme,5405,17,0,6.592953468498308e-06,0.00028612397727556527
degerlendirme,3174,17,0,3.4936272186314454e-06,1.2720019185508136e-05
degerlendirme,6185,17,0,0.008002635091543198,1.3837242818226514e-07
degerlendirme,3806,17,0,5.040549240220571e-06,0.0017515126382932067
degerlendirme,3830,17,0,0.18903525173664093,1.5894781881797826e-06
degerlendirme,3990,17,0,0.0005603733588941395,7.364370685536414e-05
degerlendirme,2851,17,0,0.05460928753018379,0.00778246158733964
degerlendirme,6657,17,0,0.028686247766017914,0.0016109953867271543
degerlendirme,7005,17,0,1.3795575796393678e-05,6.909499461471569e-08
degerlendirme,6570,17,0,1.1748521501431242e-05,2.4509890863555484e-05
degerlendirme,2900,17,0,2.370593620071304e-06,0.00043739090324379504
degerlendirme,6353,17,0,0.12429925799369812,0.474063903093338
degerlendirme,2497,17,0,2.563129555710475e-06,8.850715857988689e-07
degerlendirme,2985,17,0,2.964515033454518e-06,2.6301018806407228e-05
degerlendirme,2621,17,0,0.06070217862725258,0.00012340657121967524
degerlendirme,4074,17,0,0.00015338370576500893,0.00016327791672665626
degerlendirme,5608,17,0,0.0019851205870509148,0.011468866840004921
degerlendirme,4901,17,0,0.011550944298505783,5.262790523374861e-07
degerlendirme,4717,17,0,0.01017515454441309,1.2163270184828434e-05
degerlendirme,7004,17,0,5.6247688917210326e-05,7.771620585117489e-05
degerlendirme,3522,17,0,5.006010542274453e-05,0.00030780586530454457
degerlendirme,3375,17,0,0.15187373757362366,9.679715731181204e-06
degerlendirme,4037,17,0,1.3639368262374774e-05,0.0047611999325454235
degerlendirme,5175,17,0,6.482613389380276e-05,0.02540208026766777
degerlendirme,4738,17,0,0.0076567642390728,0.0006944096530787647
degerlendirme,4355,17,0,0.0015436294488608837,1.820089528337121e-05
degerlendirme,3411,17,0,3.446597816036956e-07,0.008720212616026402
degerlendirme,5587,17,0,1.072004761226708e-05,6.854342063888907e-05
degerlendirme,3368,17,0,1.3883127394365147e-06,1.1422837360441918e-06
degerlendirme,5523,17,0,0.00029576782253570855,1.0342280631903122e-07
degerlendirme,2660,17,0,0.004063696600496769,0.027981886640191078
degerlendirme,3072,17,0,1.7280213171488867e-07,0.012848014011979103
degerlendirme,4570,17,0,0.0009675042820163071,8.257906074504717e-07
degerlendirme,3699,17,0,0.054312724620103836,0.0017604670720174909
degerlendirme,5574,17,0,6.063132929057247e-08,8.873801249364988e-08
degerlendirme,5107,17,0,0.09984119236469269,0.012949896045029163
degerlendirme,4673,17,0,0.0012960906606167555,0.07509882748126984
degerlendirme,4444,17,0,8.637591963633895e-05,0.8056477308273315
degerlendirme,6295,17,0,8.597950227340334e-07,1.0736874855865608e-06
degerlendirme,6671,17,0,2.5372324671479873e-05,4.691076173912734e-05
degerlendirme,3442,17,0,1.1274144526396412e-05,4.271075522410683e-05
degerlendirme,3032,17,0,8.048586863651508e-08,4.891888560898394e-10
degerlendirme,6422,17,0,0.003543459577485919,0.8882654309272766
degerlendirme,3687,17,0,2.3005804905551486e-05,7.909577881548557e-09
degerlendirme,6293,17,0,1.3210760698711965e-06,1.9001107602889533e-06
degerlendirme,2943,17,0,1.8330299553781515e-06,6.51214304525638e-06
degerlendirme,6148,17,0,2.959337507491e-06,1.6246656286966754e-07
degerlendirme,4922,17,0,3.0196741136023775e-05,0.0040266006253659725
degerlendirme,6587,17,0,0.0001331608509644866,0.007280135527253151
degerlendirme,5870,17,0,2.689096800168045e-05,0.00013770478835795075
degerlendirme,2828,17,0,0.0034442602191120386,0.03800147771835327
degerlendirme,6535,17,0,5.209105438552797e-06,0.00010833441046997905
degerlendirme,4639,17,0,4.1954849621106405e-06,1.5846946553210728e-05
degerlendirme,3324,17,0,0.02033272199332714,0.06841593235731125
degerlendirme,3277,17,0,0.008228984661400318,0.0011293664574623108
degerlendirme,5086,17,0,1.0808454135258216e-05,7.338111026911065e-05
degerlendirme,6756,17,0,1.8402445220999653e-06,3.719903361343313e-06
degerlendirme,3779,17,0,1.2629953744180966e-05,0.01974310167133808
degerlendirme,3758,17,0,1.070577127393335e-06,4.581116854751599e-07
degerlendirme,6515,17,0,0.0004983869148418307,0.0014834646135568619
degerlendirme,2758,17,0,8.365734538529068e-05,0.03312812000513077
degerlendirme,4779,17,0,0.002387499902397394,0.023231463506817818
degerlendirme,5505,17,0,0.00013611601025331765,1.759138103807345e-05
degerlendirme,5543,17,0,6.574681066240373e-08,5.597751737695944e-07
degerlendirme,3684,17,0,1.4200000805431046e-05,0.0023390306159853935
degerlendirme,2972,17,0,0.05062110349535942,0.7520694136619568
degerlendirme,6200,17,0,1.2805663800463662e-06,0.0006350002367980778
degerlendirme,4615,17,0,3.9329966057266574e-06,6.19992715655826e-06
degerlendirme,3425,17,0,0.0001716122787911445,0.0558847114443779
degerlendirme,3065,17,0,6.833378165538306e-07,3.1148510970524512e-06
degerlendirme,4014,17,0,0.00485354894772172,0.7843735218048096
degerlendirme,4099,17,0,0.00011742245260393247,6.600271444767714e-05
degerlendirme,4851,17,0,2.3661174054723233e-05,0.0004253388906363398
degerlendirme,2558,17,0,2.6089733182743657e-06,1.8440639905747958e-05
degerlendirme,6497,17,0,0.10172124952077866,0.002167726866900921
degerlendirme,5556,17,0,1.9168124708812684e-05,0.011376757174730301
degerlendirme,3061,17,0,4.6810605454084e-06,0.0025292783975601196
degerlendirme,3023,17,0,0.694270133972168,0.47787657380104065
degerlendirme,4034,17,0,2.1944781110505573e-05,5.510600658453768e-06
degerlendirme,6178,17,0,0.019880179315805435,1.7615657270653173e-06
degerlendirme,5708,17,0,0.0003135037259198725,2.5505240046186373e-05
degerlendirme,6203,17,0,0.004788249731063843,9.22007966437377e-05
degerlendirme,2290,17,0,3.188934840636648e-07,2.3744942154735327e-06
degerlendirme,6277,17,0,0.0009032824309542775,0.00159402284771204
degerlendirme,2446,17,0,1.206791125696327e-06,2.0200163817207795e-06
degerlendirme,2424,17,0,1.8070628357236274e-05,0.0026890437584370375
degerlendirme,3074,17,0,0.00023383709776680917,9.906428743988727e-08
degerlendirme,4967,17,0,7.027181823104911e-07,9.583288829162484e-08
degerlendirme,2753,17,0,1.7949308812603704e-06,2.91283555498012e-07
degerlendirme,2563,17,0,6.353617436616332e-07,2.1661183779997373e-07
degerlendirme,5644,17,0,0.0013059144839644432,4.8472365676843765e-08
degerlendirme,6984,17,0,2.4653656964801485e-06,0.02677687257528305
degerlendirme,2948,17,0,0.0007413211278617382,1.881700700323563e-05
degerlendirme,5629,17,0,0.0012648091651499271,6.842332140877261e-07
degerlendirme,2797,17,0,1.4339102563099004e-06,1.0390450597697054e-06
degerlendirme,3498,17,0,5.5584463552804664e-05,7.112550974852638e-06
degerlendirme,5520,17,0,0.07792085409164429,0.012249425053596497
degerlendirme,2494,17,0,0.359764963388443,0.15424039959907532
degerlendirme,5177,17,0,1.3379492884268984e-05,3.156075763399713e-05
degerlendirme,6000,17,0,6.068598850106355e-06,4.882780846315882e-10
degerlendirme,3800,17,0,1.773197072907351e-05,0.0015924300532788038
degerlendirme,3525,17,0,0.00012591670383699238,0.8653098344802856
degerlendirme,5576,17,0,0.016167230904102325,1.0976115163430222e-06
degerlendirme,3932,17,0,0.0001361369068035856,6.531677172461059e-07
degerlendirme,6875,17,0,0.00012833683285862207,0.10933652520179749
degerlendirme,4431,17,0,0.07136928290128708,0.0447261780500412
degerlendirme,6111,17,0,0.0002963509759865701,0.0007688422338105738
degerlendirme,4485,17,0,0.19181574881076813,0.012064659036695957
degerlendirme,3429,17,0,9.737434083945118e-06,9.382155440107454e-06
degerlendirme,4453,17,0,1.042884036905889e-06,9.789577148922035e-08
degerlendirme,4111,17,0,4.87966758555558e-07,5.080689788883319e-07
degerlendirme,2293,17,0,0.0007538792560808361,0.005495994817465544
degerlendirme,2564,17,0,3.0407841222768184e-06,3.83006337756342e-09
degerlendirme,3970,17,0,0.04307422414422035,5.2496801799861714e-05
degerlendirme,3715,17,0,6.390653197740903e-06,0.0007014306611381471
degerlendirme,5917,17,0,7.243748768814839e-06,1.2189605513412971e-05
degerlendirme,6311,17,0,0.006060296203941107,0.00017814979946706444
degerlendirme,3692,17,0,0.13838808238506317,0.0007126435521058738
degerlendirme,3588,17,0,0.025088272988796234,0.0004406803345773369
degerlendirme,3013,17,0,9.55911946221022e-06,0.0005991256912238896
degerlendirme,5826,17,0,2.9941240882180864e-06,1.0313309530829429e-06
degerlendirme,2893,17,0,1.897778787451898e-07,3.6247820389689878e-06
degerlendirme,4153,17,0,0.0012663364177569747,0.025215500965714455
degerlendirme,5596,17,0,4.5505721573135816e-06,0.0006473612156696618
degerlendirme,6815,17,0,2.731779204623308e-05,1.8435732727084542e-06
degerlendirme,3323,17,0,6.370050414261641e-06,0.0007748004281893373
degerlendirme,3105,17,0,0.005043800920248032,0.008325067348778248
degerlendirme,22530,9,1,0.10472988337278366,0.9717752933502197
degerlendirme,28429,9,1,0.005524418316781521,0.9998164772987366
degerlendirme,17601,9,1,0.010532965883612633,0.9993793964385986
degerlendirme,17258,9,1,0.004850145895034075,0.9764540195465088
degerlendirme,26078,9,1,0.1290169358253479,0.9979919195175171
degerlendirme,20298,9,1,0.9034403562545776,0.9999998807907104
degerlendirme,24270,9,1,0.08825461566448212,0.9960470795631409
degerlendirme,28822,9,1,0.4702836871147156,0.9990615248680115
degerlendirme,29874,9,1,0.9942182302474976,0.9999990463256836
degerlendirme,21377,9,1,0.0014375157188624144,0.9999932050704956
degerlendirme,18470,9,1,3.806530003203079e-05,0.09689608216285706
degerlendirme,28161,9,1,0.9784289002418518,0.9999977350234985
degerlendirme,22258,9,1,0.01134453434497118,0.9988548755645752
degerlendirme,22117,9,1,0.9979606866836548,0.9999994039535522
degerlendirme,16028,9,1,0.9984709620475769,1.0
degerlendirme,16630,9,1,0.6563553214073181,0.9999977350234985
degerlendirme,17576,9,1,0.0011698139132931828,0.9997230172157288
degerlendirme,24141,9,1,0.8120986819267273,0.9999812841415405
degerlendirme,26000,9,1,0.005215237382799387,0.9737271666526794
degerlendirme,28104,9,1,0.0028299568220973015,0.9565221071243286
degerlendirme,16587,9,1,0.06249505281448364,0.999957799911499
degerlendirme,15931,9,1,0.9502129554748535,0.9999974966049194
degerlendirme,15863,9,1,0.9994720816612244,1.0
degerlendirme,16910,9,1,0.008321557193994522,0.9728779196739197
degerlendirme,21397,9,1,0.9716752171516418,0.9999890327453613
degerlendirme,27684,9,1,0.9454329013824463,1.0
degerlendirme,24454,9,1,8.040137799980585e-06,3.2699743314879015e-05
degerlendirme,18668,9,1,0.0004130980814807117,0.926912248134613
degerlendirme,23283,9,1,0.06468603014945984,0.9993554949760437
degerlendirme,23194,9,1,0.34511521458625793,0.9999454021453857
degerlendirme,27010,9,1,0.6045628786087036,0.9999997615814209
degerlendirme,24479,9,1,0.00010518946510273963,0.9196237921714783
degerlendirme,26629,9,1,0.9861217141151428,1.0
degerlendirme,22867,9,1,0.9718441367149353,0.9999949932098389
degerlendirme,25339,9,1,0.004423801321536303,0.1310856193304062
degerlendirme,21045,9,1,0.8295614123344421,0.9999982118606567
degerlendirme,19547,9,1,0.9997057318687439,1.0
degerlendirme,17064,9,1,0.8876036405563354,0.9999991655349731
degerlendirme,27758,9,1,0.01857842691242695,0.9501761198043823
degerlendirme,22150,9,1,0.5105990767478943,0.9999963045120239
degerlendirme,19913,9,1,0.8647140264511108,0.999997615814209
degerlendirme,18010,9,1,0.000717257906217128,0.70071941614151
degerlendirme,26873,9,1,0.9172109961509705,0.9999990463256836
degerlendirme,16831,9,1,3.026530919214565e-07,3.2425853078166256e-06
degerlendirme,19750,9,1,0.964909553527832,0.999995231628418
degerlendirme,23205,9,1,0.9942377805709839,1.0
degerlendirme,15913,9,1,0.6837090253829956,0.9999629259109497
degerlendirme,28331,9,1,0.9998524188995361,1.0
degerlendirme,21075,9,1,1.0963217391690705e-05,0.39571788907051086
degerlendirme,26379,9,1,0.2226652354001999,0.9994059801101685
degerlendirme,17120,9,1,0.05489952489733696,0.9999709129333496
degerlendirme,22447,9,1,1.0199923053733073e-05,0.006577813532203436
degerlendirme,28595,9,1,0.8977890014648438,1.0
degerlendirme,18454,9,1,3.48164867318701e-05,0.998432457447052
degerlendirme,15344,9,1,0.8785960078239441,0.9999880790710449
degerlendirme,17619,9,1,0.4161180853843689,0.9999101161956787
degerlendirme,27763,9,1,5.794984826934524e-05,0.024411369115114212
degerlendirme,28559,9,1,0.27470389008522034,0.9943397641181946
degerlendirme,21303,9,1,0.0676092728972435,0.9998323917388916
degerlendirme,16239,9,1,0.015595009550452232,0.9660962820053101
degerlendirme,26702,9,1,0.27090615034103394,0.9999955892562866
degerlendirme,15911,9,1,0.7475199103355408,0.9998605251312256
degerlendirme,25449,9,1,0.0010795400012284517,0.9931406378746033
degerlendirme,28759,9,1,0.008673079311847687,0.9997734427452087
degerlendirme,24913,9,1,1.064572302311717e-06,0.00034803259768523276
degerlendirme,15012,9,1,0.0001718941202852875,0.9997168183326721
degerlendirme,25350,9,1,0.5290413498878479,1.0
degerlendirme,20883,9,1,0.9852220416069031,1.0
degerlendirme,18545,9,1,0.2224625200033188,0.993087112903595
degerlendirme,24580,9,1,7.306131738005206e-05,0.9936796426773071
degerlendirme,17146,9,1,0.6533521413803101,0.9999228715896606
degerlendirme,18424,9,1,0.9136651158332825,0.9999998807907104
degerlendirme,25121,9,1,0.38807156682014465,0.9999984502792358
degerlendirme,16931,9,1,0.5032584071159363,0.9999630451202393
degerlendirme,16858,9,1,0.9240484833717346,0.9999934434890747
degerlendirme,25336,9,1,0.0001593721390236169,0.9404793977737427
degerlendirme,18341,9,1,0.99151611328125,1.0
degerlendirme,29514,9,1,0.0009698757203295827,0.9972422122955322
degerlendirme,24645,9,1,0.04085632786154747,0.9998536109924316
degerlendirme,29140,9,1,0.00039079549605958164,0.9787488579750061
degerlendirme,27886,9,1,0.002073809737339616,0.9131054282188416
degerlendirme,18924,9,1,0.02585468627512455,0.9999768733978271
degerlendirme,25354,9,1,0.0016563885146752,0.9999879598617554
degerlendirme,20398,9,1,0.9899381399154663,0.9999997615814209
degerlendirme,22047,9,1,0.7815638184547424,0.9999996423721313
degerlendirme,17627,9,1,0.001590870670042932,0.058749571442604065
degerlendirme,28862,9,1,0.0017713989363983274,0.9244193434715271
degerlendirme,26989,9,1,0.8887916803359985,0.9999970197677612
degerlendirme,20528,9,1,0.8860135674476624,0.9999996423721313
degerlendirme,25127,9,1,0.6464872360229492,0.9999629259109497
degerlendirme,24385,9,1,0.0001763508771546185,0.006084863096475601
degerlendirme,19712,9,1,0.9971539974212646,1.0
degerlendirme,15519,9,1,0.00018799323879648,0.9827621579170227
degerlendirme,27059,9,1,0.6990448832511902,0.9999986886978149
degerlendirme,25685,9,1,0.9866641759872437,0.999995231628418
degerlendirme,19428,9,1,0.02443680539727211,0.9594314098358154
degerlendirme,17831,9,1,0.9942377805709839,1.0
degerlendirme,22482,9,1,0.8149798512458801,0.9999779462814331
degerlendirme,22226,9,1,4.279890708858147e-05,0.9136554598808289
degerlendirme,17772,9,1,0.814579963684082,0.999997615814209
degerlendirme,18808,9,1,0.8623709082603455,0.9999535083770752
degerlendirme,15645,9,1,0.0010462546488270164,0.8663322925567627
degerlendirme,18493,9,1,0.8091908693313599,0.9999998807907104
degerlendirme,21565,9,1,0.027984805405139923,0.9999964237213135
degerlendirme,25433,9,1,0.7747437357902527,0.9999322891235352
degerlendirme,24177,9,1,0.9901275634765625,1.0
degerlendirme,22885,9,1,0.8723621964454651,1.0
degerlendirme,28249,9,1,0.2269011288881302,0.9998562335968018
degerlendirme,28257,9,1,0.9809298515319824,0.9999997615814209
degerlendirme,24136,9,1,0.9055210947990417,0.999733030796051
degerlendirme,15675,9,1,0.9079877138137817,0.9999939203262329
degerlendirme,15955,9,1,0.8736564517021179,0.9999998807907104
degerlendirme,20107,9,1,0.0001566941646160558,0.8300297260284424
degerlendirme,27728,9,1,0.0010177153162658215,0.9173368811607361
degerlendirme,15281,9,1,8.007891301531345e-05,0.00471648620441556
degerlendirme,16571,9,1,0.007669730577617884,0.9387430548667908
degerlendirme,18090,9,1,0.47828608751296997,0.999998927116394
degerlendirme,21931,9,1,0.9954147338867188,1.0
degerlendirme,27812,9,1,0.0026438371278345585,0.9310198426246643
degerlendirme,15597,9,1,0.03564830869436264,0.9999825954437256
degerlendirme,27223,9,1,0.008211242966353893,0.7664409875869751
degerlendirme,24872,9,1,0.9824788570404053,1.0
degerlendirme,15154,9,1,0.0029698193538933992,0.978851318359375
degerlendirme,26424,9,1,0.9816972613334656,0.9999974966049194
degerlendirme,20630,9,1,0.007301865145564079,0.999930739402771
